Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
bcfe7a363a073c739962913b83268da4afb64e945e99d58592761edbb3c4d619,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.186711,51.455876,On or near Ambrose Close,E01000376,Bexley 019C,Investigation complete; no suspect identified
f473a6f1c8b37eff7dd65cdafac74c9f51b16e573d2fcf29af286ceae85a241f,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.145695,51.466482,On or near ,E01000358,Bexley 011D,Investigation complete; no suspect identified
f473a6f1c8b37eff7dd65cdafac74c9f51b16e573d2fcf29af286ceae85a241f,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.145695,51.466482,On or near ,E01000358,Bexley 011D,Investigation complete; no suspect identified
63d061bd9d7c38fa2f5c483321af1fbac6896285a405a6718a202dda878ec19a,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.136686,51.457950,On or near ,E01000360,Bexley 015A,Investigation complete; no suspect identified
7f737a25b2693fce6901f8d9b7071e2e34f172193c28cf0ba31ec8f2e5612d40,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.018171,51.518917,On or near Fisher Street,E01003508,Newham 031B,Offender given a caution
a431486cfa12beaa0c99a704b44171a7bd25cf5359ac8753a739b7707addb69e,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.192207,51.454605,On or near Stanham Place,E01000374,Bexley 019A,Offender given a caution
a252d20318e736a0d11cecf93cf9cdb9b6888d5b556341f1a93206e7a912e368,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.167780,51.492281,On or near CHURCH MANORWAY,E01000405,Bexley 004C,Local resolution
a252d20318e736a0d11cecf93cf9cdb9b6888d5b556341f1a93206e7a912e368,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.167780,51.492281,On or near CHURCH MANORWAY,E01000405,Bexley 004C,Local resolution
5aa56d9ed6afda3a1a928ed20274271a79d1d062bd391d0afc5bc19166948b58,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.063443,51.389980,On or near CUMBERLAND ROAD,E01001189,Croydon 045B,Investigation complete; no suspect identified
5aa56d9ed6afda3a1a928ed20274271a79d1d062bd391d0afc5bc19166948b58,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.063443,51.389980,On or near CUMBERLAND ROAD,E01001189,Croydon 045B,Investigation complete; no suspect identified
56d7dfaa556a17cb28ce31e8d3e3bc01d4b855a2d9ffe18ddceff057fad15741,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.105698,51.412676,On or near Virginia Road,E01001157,Croydon 002B,Investigation complete; no suspect identified
ab4ef1b85c962cc38683e5fff692437ff9b11022e144ca4ef2cfed69ec738a2a,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.093989,51.398916,On or near The Retreat,E01001154,Croydon 006E,Investigation complete; no suspect identified
3eedc15ec6fecdb3b3f7282fb37cca41062f0309b8b8a5073625845be979a149,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.038269,51.351144,On or near ,E01001065,Croydon 034E,Investigation complete; no suspect identified
2bf580a64cbf6416c532043641cda1c8e6f95781c0f7ee3b54f48804aa210c79,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.069205,51.393771,On or near Enmore Avenue,E01001188,Croydon 014D,Investigation complete; no suspect identified
fc96e2070fd1d0f60bbaebdbecfa2cf15179a888ca001dfcfa0a47d82201f623,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.088694,51.332445,On or near Westfield Avenue,E01001101,Croydon 035B,Investigation complete; no suspect identified
77b4ba68ee12bd49556adfd8a2c90028e79ba27d3d91cba01ea1694b5cb6886c,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.088694,51.332445,On or near Westfield Avenue,E01001101,Croydon 035B,Investigation complete; no suspect identified
2c089bb6ef2e6f707d18f4c5047f411845895571cd592a794aa4ea692589ae72,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.109968,51.344670,On or near The Close,E01001093,Croydon 037C,Investigation complete; no suspect identified
200db99b38cc13edf1ef1527199fd2c2e061638ea97b99488e59f1fab08fc98c,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.132866,51.406081,On or near ,E01003414,Merton 017B,Investigation complete; no suspect identified
15be8eac59f3ceffdb539bddd9d6253a8421aaf34f9c7a2257b6a37d4e98dfc8,2022-08,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
617f05490e6c1a818188366be05c3b928ac3bf8a18e1c0707cb45bba9f5f24e8,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.119587,51.356623,On or near Imperial Way,E01001172,Croydon 028D,Investigation complete; no suspect identified
884c3ef6f30f9d1edf88f5173cfad50181d1a9e02fdb67d610bd15989438be46,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.049864,51.376364,On or near Verdayne Avenue,E01001134,Croydon 018E,Investigation complete; no suspect identified
998cd95a47971e9e990fa3f7616d486c14a560db43b30e7c1ef2ed38264e2847,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.082101,51.397517,On or near Upper Grove,E01001136,Croydon 007A,Investigation complete; no suspect identified
8a43acc829e51586eab838bbf7c5a4ffbe0e59a53b48245a8ac329c4d38bcb12,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.098309,51.390074,On or near Princess Road,E01001116,Croydon 013F,Offender given a caution
977f86b0928c06c076272d35fe93fcb601bf531157b6ece3c615bb3188cfa229,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.116072,51.397133,On or near ,E01001183,Croydon 011E,Investigation complete; no suspect identified
cd75260f3ad171f03f327b6281bb2d0ab98d4839b6dfb5c7a500f3924b56c496,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.086386,51.397137,On or near Wooderson Close,E01001111,Croydon 010D,Local resolution
fe986fbe7fd3ed64fae0f4067d7beafedce24f62be33189ed3bfc63ed0ed9437,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.076584,51.397786,On or near ,E01001136,Croydon 007A,Investigation complete; no suspect identified
08ace87cdae4f07247dc879e6243d80379058649bc6b6cf52fb3c1eed48e0a06,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.120758,51.407325,On or near ,E01001087,Croydon 003C,Offender given a caution
4aa05794cb385d3544328089d5b64c0b9b1b715c27592031158cd182fcea27ca,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.100177,51.369259,On or near Meadow Stile,E01001043,Croydon 027B,Suspect charged
4aa05794cb385d3544328089d5b64c0b9b1b715c27592031158cd182fcea27ca,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.100177,51.369259,On or near Meadow Stile,E01001043,Croydon 027B,Suspect charged
ded242ab638deb1b256864d4c4768850cd4387143fc3ac9de87cafb2ef1b3757,2022-08,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
4eebe5a0c655731b4c0e6a9bf235b98f889217d24ce56abcf1eecf024b54ca8a,2022-08,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
e029bb9844d3a643b7e61cd9327891741f59351ec2a2b6c08e7d6cddda619ac1,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.035840,51.486687,On or near ,E01001589,Greenwich 012B,Investigation complete; no suspect identified
2b78caa9b3a4a2daea35c8698356067f7e22ace3ab4dcef244a3c7e346096a5e,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.102844,51.483328,On or near Glendown Road,E01001669,Greenwich 033A,Investigation complete; no suspect identified
6758b96b2c143228d848765d8a226db891d5b43d57f002aecc47f4c2ce10fda1,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.063717,51.491952,On or near ,E01033735,Greenwich 004G,Investigation complete; no suspect identified
da38432b2881121bfe3c00f46a496925f709e7e111bc95ae94b0881dcbd6558f,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.020161,51.482898,On or near Glaisher Street,E01033728,Greenwich 035C,Investigation complete; no suspect identified
da38432b2881121bfe3c00f46a496925f709e7e111bc95ae94b0881dcbd6558f,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.020161,51.482898,On or near Glaisher Street,E01033728,Greenwich 035C,Investigation complete; no suspect identified
da38432b2881121bfe3c00f46a496925f709e7e111bc95ae94b0881dcbd6558f,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.020161,51.482898,On or near Glaisher Street,E01033728,Greenwich 035C,Investigation complete; no suspect identified
d687b16cf436f6a996da736135b0cdf22b8e86e10865b67a13ddf96270602a6c,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.014026,51.473604,On or near LINDSELL STREET,E01001644,Greenwich 038D,Suspect charged
91f448c7eabab82655897d1637ab1fb7df01988730304f844be68635f91226a5,2022-08,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
5d28514099fccdf995b07b8f88f3c7d634357e646633a0e0d06df2a25f36f1a0,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.043148,51.462477,On or near HENWICK ROAD,E01001624,Greenwich 025D,Suspect charged
f8c225d8c5984cb8f935294ae8602294cba9f719682efcae3ade587d62d4df18,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.012864,51.405330,On or near Church Road,E01000676,Bromley 008B,Local resolution
9ddf855b996205a0d17878c800e6ed958a9f3e31d7ba456b0fa7350435c8ef98,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.039494,51.390508,On or near Albert Road,E01000669,Bromley 020C,Investigation complete; no suspect identified
e37b0f4b4e533c857e840dbb678f132dbb1df4d7b434ed8ca37601358a10b812,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.107148,51.382593,On or near ,E01000727,Bromley 028A,Local resolution
a851f482f9d693e764859b087c14549c0c6246e0d56703f6ce960da608124686,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.064013,51.424485,On or near Border Crescent,E01000745,Bromley 005D,Investigation complete; no suspect identified
b490112d3ee88d154eeb1c5fd7c3b1b5b8faa7c00a190da68ca88818a2c81261,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.016425,51.381073,On or near Beckenham Road,E01000832,Bromley 030A,Investigation complete; no suspect identified
3e0b7bb4cdd47b7ae704c0c883f0d78781a4657ec9269970cd5b309a246a8327,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.010705,51.392343,On or near Overhill Way,E01000826,Bromley 021A,Investigation complete; no suspect identified
bc22fad51d838abadf9bada8fc9679a5d06e58e7cd4678b34ad010b26f97799a,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.057943,51.412263,On or near Padua Road,E01000798,Bromley 009D,Investigation complete; no suspect identified
3ef7d382d8796f7d090eea735df49c309d7611f6da7082cfad13aa901a53bd0a,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.087963,51.414808,On or near Old Perry Street,E01000693,Bromley 010A,Investigation complete; no suspect identified
3ef7d382d8796f7d090eea735df49c309d7611f6da7082cfad13aa901a53bd0a,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.087963,51.414808,On or near Old Perry Street,E01000693,Bromley 010A,Investigation complete; no suspect identified
55a2699d7d8f38e8d9209f8e185ca5dd49afc1f1dc6b6e7760c61175c7d8d701,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.000460,51.405444,On or near The Glen,E01000828,Bromley 011E,Investigation complete; no suspect identified
dbd742a9ea4dde47c7951d2dd8d211f22a5d63decd067aea3189d5fa3bccbf2e,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.114835,51.390674,On or near High Street,E01000724,Bromley 019D,Suspect charged
e0e965f31ca3f7173a33895c8b450179b25dba4265fb462ce1f37984105daa15,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.013955,51.404646,On or near Tetty Way,E01000677,Bromley 018C,Local resolution
e0e965f31ca3f7173a33895c8b450179b25dba4265fb462ce1f37984105daa15,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.013955,51.404646,On or near Tetty Way,E01000677,Bromley 018C,Local resolution
dd1c5cd7216e81b4a78d98fdafab5539b6eb445515036314ef2da3b0d1c9f015,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.015237,51.404040,On or near ,E01000676,Bromley 008B,Suspect charged
19e65a385e877d5a69a40e0eeda4445ec93f0b587d903fe25dd3d472590ddbe8,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.012864,51.405330,On or near Church Road,E01000676,Bromley 008B,Local resolution
007ea6affd4aadc0d529da29d4cee61936aa5cc9b995a9fef6a27ac9123373fd,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.025177,51.410780,On or near ,E01000714,Bromley 006D,Investigation complete; no suspect identified
2be4068c777133ab1aaa57a76f39e88ff5024914d576b27585b286498f3cc199,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.065170,51.411735,On or near Minden Road,E01000800,Bromley 009E,Investigation complete; no suspect identified
2ee56b2f50be5fc686d9701086019d5e21de2161e917bfe1b17b24f3d0b91312,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.015237,51.404040,On or near ,E01000676,Bromley 008B,Local resolution
b05fd41985c7ef3311a91059b81a69e1985fa111357a214991449009180c6ba8,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.075263,51.417611,On or near Pleydell Avenue,E01000746,Bromley 005E,Local resolution
9a154d775ed3e2435eaca0b1fbb9a89afd31e61d9765e5d6d5c1cc26a3490f6b,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.117467,51.408766,On or near ,E01000728,Bromley 019E,Investigation complete; no suspect identified
1629b082a27b2edbd0998010220611fa833f121a5d2cf92bbe93dfcef538fb8a,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.073037,51.383697,On or near Eynsford Close,E01000811,Bromley 025C,Investigation complete; no suspect identified
04fdc836973694fc6fb985e3156665e2a43554e923f8ad5199b0a8455466dc06,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.067429,51.412384,On or near Anerley Road,E01000743,Bromley 009A,Suspect charged
e0dbb822a2f74376611de6924a40543e2438ebf7a861154949835e59dc44ac7e,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.066510,51.416775,On or near Thicket Road,E01000742,Bromley 005C,Offender given a caution
efe24089752fb12e11e2a0c1f979e035fd1077ae31df5f8d37a8b2973422fe33,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.023542,51.398001,On or near Stone Park Avenue,E01000770,Bromley 012D,Investigation complete; no suspect identified
f81c367bd915d210498aebbef99ec0c21495de1febd385ee83a79f96ebb075b3,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.107516,51.401247,On or near WATERINGBURY CLOSE,E01000739,Bromley 014E,Investigation complete; no suspect identified
9a9a02d7f0170418008678d507096c16f113e9d50564c862ba066e0ed1309493,2022-08,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
564effb47e5dbe5f670210c06ce04cb1aa49a352fd55e2b64941ed8af608231d,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.029689,51.398565,On or near GUNDULPH ROAD,E01000671,Bromley 020D,Investigation complete; no suspect identified
88f292bb97e024faf20a722e8c0d1319967724597a8141b3ffb8d01cb6d7244d,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.028315,51.400981,On or near BISHOPS AVENUE,E01000678,Bromley 016E,Investigation complete; no suspect identified
0f8351d38ff9a0ff59aeea82b95b3f7d99496940e9d35804e6e4b0ab06129fe4,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.043055,51.437839,On or near Petrol Station,E01000779,Bromley 001A,Investigation complete; no suspect identified
1759fecc962d4d0ba84c7309ef63b9a24f8c87417aef34b8ce1f2376fe00e849,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.018598,51.399072,On or near ST MARK'S ROAD,E01000675,Bromley 018B,Suspect charged
15ffa9f74f964877534e086c55d0cfbdf552b4fcc26a367c3c1006cd4f16b075,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.014253,51.405208,On or near Shopping Area,E01000677,Bromley 018C,Investigation complete; no suspect identified
d3831fdc631ab669be3bb7a79631261001f1a6a898535da2e72227b772036eb6,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.013895,51.375436,On or near Supermarket,E01000841,Bromley 030H,Investigation complete; no suspect identified
3b0fe7dc4d3ea48c44ca73028609f27f122230f537bd19d7d0059d63914f9a2a,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.093752,51.393571,On or near ASCOT ROAD,E01000731,Bromley 023C,Investigation complete; no suspect identified
45d8e50b6595a49fd387d087cd1b4cb12538f13ba551f3d10e0de6aa470c575a,2022-08,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
608542594a98b3055907574c0f713b99ec4ea20a39ddd1ff13174a488c9b9c2a,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.014448,51.404089,On or near Shopping Area,E01000677,Bromley 018C,Investigation complete; no suspect identified
42393cc2d00b3660c89fd775690cbff63d5e3efa346d2e074330df327aaba88d,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.016567,51.403891,On or near Shopping Area,E01000676,Bromley 008B,Investigation complete; no suspect identified
e63c1f786d879a3c247445b8eca4037140ca3664334f0ffb95f70aca5db77ef5,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.066672,51.368737,On or near LOVIBONDS AVENUE,E01000756,Bromley 033D,Investigation complete; no suspect identified
024bcc789ba77751b503865d48b77a943b3cf31d6ca2510ed943818305edf7a7,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.065899,51.361457,On or near STARTS HILL AVENUE,E01000750,Bromley 036B,Investigation complete; no suspect identified
ac28d5a5d1a8c1ab4838f8572dc4d4a2f1ce5832081588cee63dc7d9514ab575,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.016567,51.403891,On or near Shopping Area,E01000676,Bromley 008B,Investigation complete; no suspect identified
80f944e63e2bef0b42d2bbc03c32f2534ed48ad592a6c787706a4d743eb4cb0e,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.039991,51.367739,On or near CHEYNE CLOSE,E01000666,Bromley 033B,Investigation complete; no suspect identified
0b11de03ea52d6f213d7e199ebe009de69dc26a0926d4e00b5ccd16d75e9cc33,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.038611,51.404315,On or near BALGOWAN ROAD,E01000707,Bromley 041A,Investigation complete; no suspect identified
d79d46fe0dc25ce98cfc93ab0416a171e40cde828db21edf264c7e977a6cb5a5,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.114712,51.395803,On or near STATION ROAD,E01000719,Bromley 019A,Investigation complete; no suspect identified
200c9eeb3892ca77e233b9c5195dd6178088402dc18b201496aa2f16de86a2f1,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.009990,51.410632,On or near FARWIG LANE,E01000674,Bromley 008A,Investigation complete; no suspect identified
dbb62dc7a55fb7ec656c6e600c5976f1663b65b5f0f00637b9645fac3cda331c,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.072902,51.407746,On or near HAWKWOOD LANE,E01000696,Bromley 007E,Investigation complete; no suspect identified
dd084646d056c8c5628dcc126a7622ff880bd70170e26b1c608993510f372854,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.036500,51.448893,On or near STILLNESS ROAD,E01003227,Lewisham 019B,Suspect charged
e2fe0d55ff69e777bacaba8c9e919ffa7be9c86b39286475beca633f90aeb50a,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.015629,51.450942,On or near Roxley Road,E01003293,Lewisham 017B,Investigation complete; no suspect identified
fd3f745b4c774315f99abd0490bcc188e0302d79a9c362f8dbff6eee5ae5e7e7,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.015475,51.448835,On or near Rosenthal Road,E01003323,Lewisham 018C,Investigation complete; no suspect identified
b9da2b190587ba7120e84e3bb5294b9bb984fb335b2da07ac50372d562e07207,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.010090,51.456160,On or near ,E01003286,Lewisham 013D,Investigation complete; no suspect identified
c6c507fe2f6a63ddf8b32bbb1a15dad4699d9d4e008ffa1b292ddae1c82c6c4e,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.016673,51.444833,On or near Ratcliffe Close,E01003269,Lewisham 023C,Investigation complete; no suspect identified
47c24ce878ff92d7b695edc003f014fc73f0044cd5aed273c80ce5999ad9f80b,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.032813,51.480755,On or near Kerry Road,E01003246,Lewisham 002A,Investigation complete; no suspect identified
20ce4cef61d20ebdab58f9a7a24c582e396a39fe12aa2c186d10f7c151e39877,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.017931,51.448292,On or near Patrol Place,E01003324,Lewisham 020E,Investigation complete; no suspect identified
15dd31848f524c0f07618ea165ffe811c0d69c2cfdb704545a090458e38c2e2d,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.002132,51.452188,On or near Maythorne Cottages,E01003295,Lewisham 017D,Investigation complete; no suspect identified
81160b4d4aed2617d034487caeb5d26a5852676ef9e76480812602378b30450e,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.039408,51.463986,On or near Mantle Road,E01003345,Lewisham 010E,Investigation complete; no suspect identified
e305042851348522a8050722a9f6f2257dbe6d37bf18f8d75dabb3109baa2b76,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.024437,51.476271,On or near Reginald Road,E01032579,Lewisham 039E,Investigation complete; no suspect identified
6f1e674b66767c805dfddd485ecf054aba2b04a9295720773e8a9096356c7ddc,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.026517,51.476800,On or near Comet Place,E01003304,Lewisham 039D,Investigation complete; no suspect identified
0448b1e5522465def65d60fd9a1cbff848d0eebba48a3b6277f7cd0d0c603a55,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.049271,51.435931,On or near Perry Vale,E01003309,Lewisham 027A,Investigation complete; no suspect identified
378e0ece29a22f8a2769741cc117a62b5dbc583f40d7a84640b79acac40475f0,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.203634,51.517721,On or near St Lukes Mews,E01002829,Kensington and Chelsea 004A,Investigation complete; no suspect identified
792685ba65546d15478f1b0a548fd3bbb9444a20f6604cddc3b710685cdafe33,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.006212,51.450701,On or near ,E01003292,Lewisham 017A,Suspect charged
29b6846ad818ea107e5f334a7909e5e0da24d75e383b1baef2f1f7411fa885d6,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.024995,51.473366,On or near Vanguard Street,E01003207,Lewisham 005A,Investigation complete; no suspect identified
32527a76c0184f2ba4e6f6ae6c72e11d11c166e3004eb3a4ff91b0c10f656554,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.031152,51.427380,On or near Mayeswood Road,E01003267,Lewisham 031D,Suspect charged
84df3f5855395419c201fb085dee9047178625277ebf694af3831766d8b3b79f,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.006212,51.450701,On or near ,E01003292,Lewisham 017A,Suspect charged
47adb31785178b37949aff3055349d46fd7836ddc9c65ef3fac17f5116003b10,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.026028,51.474121,On or near ,E01003207,Lewisham 005A,Suspect charged
360a12522dc0eea23b490d27bcd73fd59386f4c9d68efabbb2e2732b35845c65,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.006428,51.451353,On or near Theodore Road,E01003292,Lewisham 017A,Suspect charged
0fbaf3d60f8e1c42f829508db4d1b2a581b0e8bd7c6a77a928c891c2500fbb45,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.032234,51.482481,On or near Abinger Grove,E01003252,Lewisham 002D,Suspect charged
1a011f31d9610489f7a81fa0b68e86b12284f2ae679dc58a20c839f9701c59cc,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.000564,51.436800,On or near Hazelbank Road,E01003222,Lewisham 022D,Investigation complete; no suspect identified
80cf091e0a1d8e834b46f4cc883ac96143e475bced226231924abab8de2736ac,2022-08,Metropolitan Police Service,Metropolitan Police Service,0.010631,51.572867,On or near POPPLETON ROAD,E01004436,Waltham Forest 021B,Investigation complete; no suspect identified
8e9b695b953dd06440d8566a00f2bc15f0f9c6f61caaaff4edd1250edec8e48d,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.022367,51.584642,On or near Gillards Way,E01004397,Waltham Forest 017C,Local resolution
d4b509504685b4833ac9b089f032546a37c20a9ffbaeab9ddcbd9c6dd396e0a7,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.006428,51.451353,On or near Theodore Road,E01003292,Lewisham 017A,Suspect charged
2676e68c0c854ca2e5aac97ec53bfcd19a75d8352232897c3e8acff1681d2b15,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.033373,51.430225,On or near ,E01003193,Lewisham 029A,Suspect charged
d51f59d3d9f3916a421fa1dd337c7d6c26bf755cd4f75fca187633e744b8f369,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.034155,51.485382,On or near EVELYN STREET,E01003248,Lewisham 002B,Investigation complete; no suspect identified
882298465b34aa0b56812cf9bdfb7393f41b9b768d871cb5bb84cb27f57d5a7d,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.021722,51.446837,On or near Parking Area,E01003324,Lewisham 020E,Investigation complete; no suspect identified
3c8e0d805f45ee02bb735e82fa487c03d1dbe5fe7e3c07b4644e4b2f911b2c7a,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.000631,51.435139,On or near ECTOR ROAD,E01003350,Lewisham 030C,Investigation complete; no suspect identified
387b2c3c45cab3d1ef2b7aa22e233dcb4d8a8d1cacf143dfa441b515826b5373,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.046691,51.484575,On or near Parking Area,E01003297,Lewisham 003A,Investigation complete; no suspect identified
387b2c3c45cab3d1ef2b7aa22e233dcb4d8a8d1cacf143dfa441b515826b5373,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.046691,51.484575,On or near Parking Area,E01003297,Lewisham 003A,Investigation complete; no suspect identified
8be5aeb3179e4fafd202256f1bf7ab7d1f46971629ed25a14804e0e7a6875551,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.035674,51.476513,On or near ACHILLES STREET,E01003303,Lewisham 039C,Investigation complete; no suspect identified
be16716aec58ffd53cac11bf5dd34ef99c9a6f64aae13762b3077ed566216d5e,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.010984,51.434632,On or near BELLINGHAM ROAD,E01003223,Lewisham 025D,Investigation complete; no suspect identified
2d81f8af3034bbb605497feb9d3521ac370bb5df89afee864e19ad320a120f06,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.001771,51.431112,On or near WHITEFOOT LANE,E01003346,Lewisham 026A,Investigation complete; no suspect identified
586de99bf47e26cf148900af9390a65f0b744f5d3c91de32fb9c53f1e137d5df,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.027178,51.475840,On or near SPEEDWELL STREET,E01003304,Lewisham 039D,Investigation complete; no suspect identified
3548c901c1fd7ab178b641668be62230471793f83d7c45238bdf857de5a29ddc,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.022306,51.448627,On or near SILVERMERE ROAD,E01003324,Lewisham 020E,Suspect charged
df050aecc28419edeaa872b541af68017b3102db75b61c60d8b38b3c737ad90e,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.033239,51.428658,On or near Petrol Station,E01003193,Lewisham 029A,Suspect charged
bc5cccd24dd2269bcc6bbde4a78542207756a55d2bfe8a8aef2afc21f657b52c,2022-08,Metropolitan Police Service,Metropolitan Police Service,-0.089918,51.471420,On or near LOVE WALK,E01003913,Southwark 024A,Suspect charged
